,7850,9971,5796,9052,8829,9134,7739,8995,7024,9001,8467,9121,6578,370,8967,7017,1792,8086,890,5395,1800,8236,5738,2925,8419,2018,7016,171,7108,974,6423,2072,8767,1169,7504,3367,5921,3527,5658,3967,7900,545,7940,2129,5545,2986,6061,1103,5246,3506,8626,2337,7560,2638,7541,2980,7973,3482,5275,3009,8243,8084,3134,6063,2814,7741,7680,2470,7627,4297,7030,6266,4336,7429,7731,252,7965,1192,5129,3849,5892,744,5439,1354,4526,668,5450,4357,5615,1415,8317,3310,781,1718,26,114,3723,4296
3482,0(1.04),0(1.02),0(1.04),0(1.02),0(1.01),1(1.02),0(1.04),0(1.02),0(1.0),-14(1.0),0(1.07),0(1.03),0(1.02),0(1.02),0(1.08),-3(1.04),0(1.06),0(1.01),0(1.05),0(1.05),0(1.07),0(1.03),0(1.03),0(1.04),0(1.05),0(1.01),0(1.02),0(1.01),0(1.05),-1(0.99),-5(1.05),0(1.02),0(1.05),0(1.03),0(1.04),0(1.01),0(1.03),0(1.05),0(1.04),0(1.02),0(1.02),0(1.03),0(1.04),0(1.03),0(1.1),0(1.02),0(1.03),0(1.04),0(1.05),0(1.04),0(1.02),0(1.03),0(1.12),0(1.06),0(1.05),0(1.1),0(1.01),0.0,0(1.02),-1(0.97),0(1.03),0(1.03),0(1.04),1(1.0),0(1.02),0(1.04),0(1.03),0(1.06),0(1.07),0(1.06),0(1.04),0(1.03),0(1.03),4(1.0),0(1.08),0(1.03),0(1.02),0(1.02),0(1.05),0(1.03),0(1.02),0(1.1),0(1.06),0(1.01),0(1.02),0(1.05),-40(1.08),0(1.05),0(1.09),0(1.04),0(1.05),0(1.01),0(1.01),0(1.04),1(0.98),0(1.02),0(0.99),60(2.35)
5275,0(1.34),0(1.18),0(1.25),0(1.17),0(1.06),0(1.05),0(1.09),0(1.07),0(1.03),-13(1.0),0(1.11),0(1.21),0(1.17),0(1.1),0(1.4),-2(1.25),0(1.25),0(1.17),0(1.25),0(1.12),0(1.19),0(1.18),0(1.1),0(1.13),0(1.12),0(1.13),0(1.06),0(1.16),0(1.27),0(1.0),-1(1.36),0(1.2),0(1.09),0(1.09),0(1.24),0(1.16),0(1.09),0(1.11),0(1.22),0(1.15),0(1.17),0(1.23),0(1.28),0(1.21),0(1.33),0(1.18),0(1.09),0(1.25),0(1.25),0(1.18),0(1.14),0(1.08),0(1.26),0(1.31),0(1.14),0(1.52),0(1.04),0(1.02),0.0,-2(0.93),0(1.08),0(1.14),0(1.21),0(1.16),0(1.19),0(1.2),0(1.2),0(1.26),0(1.33),0(1.34),0(1.21),0(1.08),0(1.09),0(1.14),0(1.36),0(1.22),0(1.17),0(1.16),0(1.24),0(1.1),0(1.22),3(1.27),0(1.25),0(1.13),0(1.06),0(1.24),-40(1.11),0(1.26),0(1.38),0(1.11),0(1.1),0(1.15),0(1.05),0(1.2),3(0.96),0(1.08),0(1.0),60(2.27)
3009,-3(0.94),-2(0.93),-3(0.94),-2(0.94),-1(0.99),1(1.02),-1(1.01),-1(1.0),0(1.0),-14(1.0),-1(1.04),-2(0.94),-2(0.94),-1(0.97),-,-7(0.97),-2(0.93),-2(0.93),-2(0.94),-1(1.01),1(0.99),-2(0.94),1(0.97),-1(0.99),-1(1.01),-1(0.96),-1(1.0),-2(0.92),-3(0.92),0(1.01),-7(1.05),-2(0.93),-1(1.03),-1(1.0),-3(0.92),-2(0.92),-1(1.01),-1(1.04),2(0.96),-2(0.95),-2(0.94),-2(0.94),-3(0.9),-2(0.94),-4(1.02),2(0.95),1(0.99),-2(0.93),-3(0.91),-1(0.96),-1(0.96),-1(1.02),-1(1.03),-3(0.94),-1(0.99),-,-1(0.98),-1(0.97),-2(0.93),0.0,-1(0.99),1(0.97),2(0.93),2(0.94),2(0.92),2(0.96),2(0.94),-2(0.94),3(0.92),3(0.91),2(0.95),1(1.0),1(0.96),5(0.98),5(0.99),2(0.93),2(0.94),2(0.94),2(0.94),1(1.0),2(0.91),-1(1.0),2(0.94),1(0.95),1(0.99),2(0.93),-40(1.1),2(0.94),4(0.91),1(0.99),-1(1.02),2(0.94),1(0.99),2(0.96),0(1.07),1(1.02),0(1.01),60(2.3)
8243,0(1.13),0(1.08),0(1.12),0(1.09),0(1.05),1(1.07),0(1.09),0(1.06),0(1.04),-14(1.01),0(1.12),0(1.1),0(1.08),0(1.06),0(1.18),-2(1.1),0(1.14),0(1.06),0(1.13),0(1.11),0(1.13),0(1.09),0(1.07),0(1.1),0(1.11),0(1.07),0(1.05),0(1.06),0(1.13),-1(1.02),-1(1.12),0(1.09),0(1.1),0(1.08),0(1.11),0(1.06),0(1.09),-1(1.09),0(1.12),0(1.08),0(1.07),0(1.1),0(1.12),0(1.1),0(1.19),0(1.09),0(1.08),0(1.12),0(1.12),0(1.11),0(1.08),0(1.08),0(1.21),0(1.16),0(1.11),0(1.23),0(1.04),0(1.03),0(1.08),-1(0.99),0.0,0(1.09),0(1.1),0(1.05),0(1.07),0(1.11),0(1.1),0(1.15),0(1.16),0(1.16),0(1.12),0(1.07),0(1.06),5(1.03),0(1.19),0(1.1),0(1.08),0(1.08),0(1.12),0(1.09),0(1.08),0(1.18),0(1.14),0(1.07),0(1.05),0(1.13),-39(1.12),0(1.14),0(1.19),0(1.09),0(1.11),0(1.06),0(1.05),0(1.11),1(1.0),0(1.07),0(1.02),60(2.62)
8084,0(1.25),0(1.15),0(1.2),0(1.14),0(1.06),1(1.06),0(1.1),0(1.07),0(1.04),-14(1.01),0(1.12),0(1.17),0(1.14),0(1.08),0(1.31),-2(1.19),0(1.21),0(1.13),0(1.21),0(1.12),0(1.17),0(1.15),0(1.09),0(1.12),0(1.13),0(1.11),0(1.06),0(1.12),0(1.22),0(1.02),-1(1.25),0(1.15),0(1.11),0(1.1),0(1.19),0(1.12),0(1.1),0(1.11),0(1.18),0(1.12),0(1.13),0(1.18),0(1.21),0(1.17),0(1.27),0(1.14),0(1.09),0(1.19),0(1.2),0(1.16),0(1.12),0(1.09),0(1.24),0(1.25),0(1.14),0(1.4),0(1.05),0(1.03),0(1.14),1(0.97),0(1.09),0.0,0(1.17),0(1.12),0(1.14),0(1.17),0(1.17),0(1.22),0(1.26),0(1.27),0(1.18),0(1.09),0(1.07),0(1.09),0(1.29),0(1.17),0(1.14),0(1.13),0(1.19),0(1.1),0(1.16),0(1.23),0(1.21),0(1.11),0(1.06),0(1.2),-40(1.13),0(1.21),0(1.3),0(1.11),0(1.11),0(1.11),0(1.05),0(1.17),2(0.98),0(1.09),0(1.02),60(2.48)
3134,0(1.4),0(1.22),0(1.29),0(1.2),0(1.07),0(1.07),0(1.11),0(1.09),0(1.04),-13(1.0),0(1.13),0(1.25),0(1.2),0(1.12),0(1.47),-2(1.28),0(1.3),0(1.2),0(1.3),0(1.14),0(1.21),0(1.21),-4(1.12),0(1.15),0(1.15),0(1.15),0(1.07),0(1.19),0(1.32),0(1.01),-1(1.42),0(1.23),0(1.11),0(1.11),0(1.29),0(1.19),0(1.11),0(1.12),0(1.25),0(1.18),0(1.2),0(1.27),0(1.33),0(1.25),0(1.4),0(1.21),0(1.11),0(1.29),0(1.3),0(1.22),0(1.17),0(1.1),0(1.3),0(1.36),0(1.17),0(1.6),0(1.06),0(1.04),0(1.21),2(0.93),0(1.1),0(1.17),0.0,0(1.19),0(1.22),0(1.23),0(1.24),0(1.31),0(1.38),0(1.4),0(1.25),0(1.1),0(1.11),0(1.17),0(1.42),0(1.26),0(1.2),0(1.19),0(1.28),0(1.12),0(1.25),3(1.31),0(1.3),0(1.16),0(1.07),0(1.29),-40(1.11),0(1.3),0(1.45),0(1.13),0(1.13),0(1.17),0(1.06),0(1.24),3(0.96),0(1.09),0(1.01),60(2.38)
6063,0(1.35),0(1.17),0(1.23),0(1.15),0(1.04),2(1.02),0(1.06),0(1.05),1(1.01),-12(1.0),0(1.09),0(1.2),0(1.15),0(1.08),0(1.39),-2(1.25),0(1.23),0(1.16),0(1.23),0(1.08),0(1.16),0(1.16),0(1.09),0(1.1),0(1.09),0(1.11),0(1.04),0(1.15),0(1.25),1(0.99),-1(1.37),0(1.18),0(1.05),0(1.06),0(1.23),0(1.15),0(1.06),0(1.1),0(1.19),0(1.13),0(1.16),0(1.21),0(1.26),0(1.2),0(1.32),0(1.15),0(1.06),0(1.23),0(1.23),0(1.16),0(1.12),0(1.05),0(1.21),0(1.28),0(1.12),0(1.5),0(1.02),1(1.0),0(1.16),2(0.94),0(1.05),0(1.12),0(1.19),0.0,0(1.17),0(1.18),0(1.18),0(1.23),0(1.31),0(1.33),0(1.19),0(1.06),0(1.06),0(1.14),0(1.34),0(1.2),0(1.15),0(1.14),0(1.22),0(1.07),0(1.2),3(1.24),0(1.22),0(1.12),0(1.04),0(1.22),-41(1.1),0(1.23),0(1.36),0(1.08),0(1.07),0(1.13),0(1.02),0(1.18),-2(0.95),0(1.06),-1(0.99),60(2.19)
2814,0(1.35),0(1.19),0(1.25),0(1.17),0(1.05),0(1.04),0(1.08),0(1.06),0(1.02),-13(1.0),0(1.11),0(1.22),0(1.17),0(1.1),0(1.42),-2(1.26),0(1.26),0(1.17),0(1.26),0(1.11),0(1.18),0(1.18),0(1.1),0(1.12),0(1.12),0(1.13),0(1.05),0(1.17),0(1.28),0(0.99),-1(1.37),0(1.2),0(1.08),0(1.08),0(1.25),0(1.17),0(1.08),0(1.1),0(1.22),0(1.15),0(1.17),0(1.23),0(1.29),0(1.22),0(1.34),0(1.18),0(1.08),0(1.25),0(1.26),0(1.18),0(1.14),0(1.07),0(1.25),0(1.31),0(1.14),0(1.55),0(1.04),0(1.02),0(1.19),2(0.92),0(1.07),0(1.14),0(1.22),0(1.17),0.0,0(1.2),0(1.21),0(1.26),0(1.34),0(1.36),0(1.22),0(1.08),0(1.09),0(1.15),0(1.36),0(1.23),0(1.17),0(1.16),0(1.24),0(1.09),0(1.23),3(1.27),0(1.25),0(1.13),0(1.05),0(1.25),-40(1.1),0(1.26),0(1.4),0(1.11),0(1.1),0(1.15),0(1.04),0(1.21),3(0.95),0(1.07),0(0.99),60(2.21)
7741,0(1.36),0(1.2),0(1.27),0(1.19),0(1.08),0(1.07),0(1.12),0(1.09),0(1.05),-13(1.01),0(1.14),0(1.23),0(1.19),0(1.11),0(1.42),-2(1.26),0(1.27),0(1.18),0(1.28),0(1.14),0(1.21),0(1.2),0(1.12),0(1.15),0(1.15),0(1.15),0(1.08),0(1.17),0(1.29),0(1.03),-1(1.36),0(1.22),0(1.12),0(1.12),0(1.26),0(1.18),0(1.12),0(1.13),0(1.25),0(1.17),0(1.19),0(1.25),0(1.29),0(1.24),0(1.35),0(1.2),0(1.12),0(1.26),0(1.27),0(1.21),0(1.17),0(1.11),0(1.29),0(1.33),0(1.17),0(1.54),0(1.06),0(1.04),0(1.2),2(0.96),0(1.11),0(1.17),0(1.23),0(1.18),0(1.2),0.0,0(1.23),0(1.29),0(1.35),0(1.37),0(1.24),0(1.11),0(1.1),0(1.15),0(1.4),0(1.24),0(1.19),0(1.18),0(1.26),0(1.13),0(1.23),3(1.29),0(1.28),0(1.16),0(1.08),0(1.26),-40(1.14),0(1.28),0(1.4),0(1.13),0(1.13),0(1.16),0(1.07),0(1.23),3(0.98),0(1.11),0(1.02),60(2.54)
7680,0(1.38),0(1.21),0(1.28),0(1.19),0(1.07),0(1.07),0(1.11),0(1.08),0(1.04),-13(1.0),0(1.13),0(1.24),0(1.19),0(1.11),0(1.44),-2(1.27),0(1.28),0(1.19),0(1.29),0(1.14),0(1.21),0(1.21),-4(1.12),0(1.15),0(1.14),0(1.15),0(1.07),0(1.18),0(1.3),0(1.01),-1(1.39),0(1.22),0(1.11),0(1.11),0(1.27),0(1.18),0(1.11),0(1.12),0(1.25),0(1.17),0(1.19),0(1.25),0(1.31),0(1.24),0(1.37),0(1.2),0(1.11),0(1.27),0(1.28),0(1.21),0(1.16),0(1.1),0(1.29),0(1.34),0(1.17),0(1.57),0(1.05),0(1.03),0(1.2),2(0.94),0(1.1),0(1.17),0(1.24),0(1.18),0(1.21),0(1.23),0.0,0(1.3),0(1.37),0(1.38),0(1.25),0(1.1),0(1.1),0(1.16),0(1.4),0(1.25),0(1.19),0(1.18),0(1.27),0(1.12),0(1.24),3(1.3),0(1.29),0(1.16),0(1.07),0(1.27),-40(1.12),0(1.29),0(1.42),0(1.13),0(1.13),0(1.17),0(1.06),0(1.23),3(0.97),0(1.1),0(1.01),60(2.42)
2470,0(1.46),0(1.27),0(1.34),0(1.25),0(1.1),0(1.11),0(1.16),0(1.12),0(1.07),-14(1.02),0(1.17),0(1.3),0(1.25),0(1.15),0(1.55),-2(1.33),0(1.37),0(1.24),0(1.36),0(1.19),-2(1.26),0(1.27),-4(1.16),0(1.2),0(1.2),0(1.19),0(1.11),0(1.23),0(1.39),-1(1.03),-1(1.47),0(1.28),0(1.16),0(1.15),0(1.34),0(1.23),0(1.16),0(1.16),0(1.31),0(1.22),0(1.24),0(1.32),0(1.39),0(1.3),0(1.47),0(1.28),0(1.16),0(1.35),0(1.37),0(1.27),0(1.22),0(1.14),0(1.37),0(1.42),0(1.22),0(1.69),0(1.08),0(1.06),0(1.26),-2(0.94),0(1.15),0(1.22),0(1.31),0(1.23),0(1.26),0(1.29),0(1.3),0.0,0(1.45),0(1.47),0(1.31),0(1.15),0(1.14),0(1.22),0(1.49),0(1.31),0(1.25),0(1.24),0(1.34),0(1.17),0(1.3),3(1.38),0(1.37),0(1.2),0(1.1),0(1.35),-39(1.15),0(1.37),0(1.53),0(1.18),0(1.19),0(1.21),0(1.1),0(1.29),3(0.99),0(1.13),0(1.03),60(2.79)
7627,0(1.59),0(1.34),0(1.43),0(1.3),0(1.12),0(1.11),0(1.17),0(1.14),0(1.07),-13(1.02),0(1.18),0(1.38),0(1.31),0(1.18),0(1.68),-2(1.41),0(1.44),0(1.31),0(1.44),0(1.2),-3(1.29),0(1.33),-4(1.2),0(1.22),0(1.22),0(1.24),0(1.12),0(1.3),0(1.47),0(1.03),-1(1.6),0(1.35),0(1.16),0(1.17),0(1.43),0(1.31),0(1.17),0(1.18),0(1.37),0(1.28),0(1.31),0(1.4),0(1.49),0(1.38),0(1.55),0(1.33),0(1.17),0(1.43),0(1.45),0(1.32),0(1.26),0(1.15),0(1.4),0(1.52),0(1.25),0(1.85),0(1.1),0(1.07),0(1.33),3(0.92),0(1.16),0(1.26),0(1.38),0(1.31),0(1.34),0(1.35),0(1.37),0(1.45),0.0,0(1.58),0(1.38),0(1.16),0(1.17),0(1.29),0(1.61),0(1.39),0(1.31),0(1.3),0(1.42),0(1.18),0(1.39),3(1.45),0(1.44),0(1.25),0(1.12),0(1.42),-40(1.16),0(1.45),0(1.64),0(1.2),0(1.19),0(1.27),0(1.1),0(1.36),3(0.98),0(1.15),0(1.03),60(2.79)
4297,0(1.62),0(1.35),0(1.45),0(1.32),0(1.12),0(1.11),0(1.16),0(1.13),0(1.07),-13(1.02),0(1.18),0(1.4),0(1.32),0(1.19),0(1.71),-2(1.44),0(1.46),0(1.33),0(1.46),0(1.2),-3(1.31),0(1.34),-4(1.22),0(1.22),0(1.21),0(1.25),0(1.12),0(1.31),0(1.49),0(1.03),-1(1.63),0(1.37),0(1.16),0(1.17),0(1.45),0(1.32),0(1.17),0(1.18),0(1.39),0(1.29),0(1.33),0(1.42),0(1.51),0(1.4),0(1.56),0(1.35),0(1.17),0(1.45),0(1.47),0(1.34),0(1.27),0(1.15),0(1.4),0(1.55),0(1.25),0(1.9),0(1.1),0(1.06),0(1.34),3(0.91),0(1.16),0(1.27),0(1.4),0(1.33),0(1.36),0(1.37),0(1.38),0(1.47),0(1.58),0.0,0(1.4),0(1.16),0(1.17),0(1.3),0(1.63),0(1.41),0(1.32),0(1.31),0(1.44),0(1.18),0(1.41),3(1.47),0(1.45),0(1.27),0(1.11),0(1.44),-40(1.16),0(1.46),0(1.67),0(1.2),0(1.19),0(1.29),0(1.1),0(1.38),3(0.98),0(1.15),0(1.03),60(2.85)
7030,0(1.38),0(1.22),0(1.29),0(1.21),0(1.08),0(1.08),0(1.13),0(1.1),0(1.06),-14(1.01),0(1.15),0(1.25),0(1.21),0(1.12),0(1.44),-2(1.28),0(1.29),0(1.2),0(1.3),0(1.15),0(1.22),0(1.22),-4(1.13),0(1.15),0(1.16),0(1.16),0(1.09),0(1.18),0(1.31),0(1.03),-1(1.39),0(1.23),0(1.13),0(1.12),0(1.28),0(1.19),0(1.13),0(1.14),0(1.26),0(1.19),0(1.2),0(1.27),0(1.32),0(1.25),0(1.36),0(1.22),0(1.12),0(1.28),0(1.29),0(1.23),0(1.18),0(1.11),0(1.3),0(1.36),0(1.18),0(1.57),0(1.07),0(1.04),0(1.21),2(0.95),0(1.12),0(1.18),0(1.25),0(1.19),0(1.22),0(1.24),0(1.25),0(1.31),0(1.38),0(1.4),0.0,0(1.12),0(1.1),0(1.16),0(1.42),0(1.26),0(1.21),0(1.2),0(1.28),0(1.13),0(1.25),3(1.32),0(1.3),0(1.17),0(1.08),0(1.28),-40(1.15),0(1.3),0(1.43),0(1.14),0(1.14),0(1.18),0(1.07),0(1.25),3(0.98),0(1.12),0(1.03),60(2.63)
6266,0(1.14),0(1.09),0(1.13),0(1.09),0(1.05),1(1.06),0(1.09),0(1.06),0(1.04),-14(1.01),0(1.11),0(1.1),0(1.08),0(1.06),0(1.18),-2(1.11),0(1.13),0(1.07),0(1.13),0(1.1),0(1.13),0(1.09),0(1.07),0(1.1),0(1.11),0(1.07),0(1.06),0(1.06),0(1.13),0(1.02),-1(1.12),0(1.09),0(1.1),0(1.09),0(1.11),0(1.06),0(1.09),0(1.1),0(1.12),0(1.08),0(1.08),0(1.11),0(1.12),0(1.11),0(1.18),0(1.08),0(1.08),0(1.12),0(1.12),0(1.11),0(1.08),0(1.08),0(1.2),0(1.16),0(1.11),0(1.23),0(1.04),0(1.03),0(1.08),1(1.0),0(1.07),0(1.09),0(1.1),0(1.06),0(1.08),0(1.11),0(1.1),0(1.15),0(1.16),0(1.16),0(1.12),0.0,0(1.06),0(1.03),0(1.19),0(1.1),0(1.08),0(1.08),0(1.12),0(1.09),0(1.09),0(1.18),0(1.14),0(1.07),0(1.05),0(1.13),-40(1.13),0(1.14),0(1.19),0(1.09),0(1.1),0(1.06),0(1.05),0(1.11),1(0.99),0(1.07),0(1.02),60(2.92)
4336,0(1.15),0(1.08),0(1.12),0(1.08),0(1.04),0(1.03),0(1.07),0(1.05),0(1.02),-14(1.01),0(1.09),0(1.1),0(1.08),0(1.06),0(1.21),-2(1.12),0(1.14),0(1.07),0(1.12),0(1.09),0(1.12),0(1.09),0(1.07),0(1.09),0(1.09),0(1.06),0(1.04),0(1.07),0(1.14),0(0.99),-1(1.14),0(1.09),0(1.08),0(1.07),0(1.12),0(1.07),0(1.06),0(1.08),0(1.1),0(1.07),0(1.08),0(1.11),0(1.13),0(1.1),0(1.21),0(1.08),0(1.06),0(1.13),0(1.14),0(1.09),0(1.07),0(1.06),0(1.19),0(1.15),0(1.1),0(1.26),0(1.03),0(1.03),0(1.09),1(0.96),0(1.06),0(1.07),0(1.11),0(1.06),0(1.09),0(1.1),0(1.1),0(1.14),0(1.17),0(1.17),0(1.1),0(1.06),0.0,0(1.04),0(1.19),0(1.11),0(1.08),0(1.08),0(1.12),0(1.07),0(1.1),0(1.16),0(1.13),0(1.06),0(1.04),0(1.13),-40(1.1),0(1.13),0(1.21),0(1.08),0(1.08),0(1.06),0(1.04),0(1.1),1(0.97),0(1.04),0(1.0),60(2.61)
7429,0(1.34),0(1.14),0(1.2),0(1.12),4(1.02),6(1.03),4(1.04),4(1.02),4(1.01),-9(1.0),4(1.06),0(1.17),0(1.12),0(1.05),0(1.38),0(1.27),0(1.21),0(1.12),0(1.21),0(1.06),0(1.13),0(1.13),0(1.06),0(1.08),0(1.07),0(1.08),4(1.02),0(1.12),0(1.23),4(1.0),-1(1.44),0(1.15),4(1.04),0(1.04),0(1.2),0(1.13),4(1.04),0(1.07),0(1.16),0(1.1),0(1.13),0(1.18),0(1.24),0(1.17),0(1.4),0(1.13),0(1.04),0(1.21),0(1.22),0(1.13),0(1.09),4(1.04),0(1.2),0(1.26),0(1.1),0(1.49),4(1.01),4(1.0),0(1.14),5(0.98),5(1.03),0(1.09),0(1.17),0(1.14),0(1.15),0(1.15),0(1.16),0(1.22),0(1.29),0(1.3),0(1.16),0(1.03),0(1.04),0.0,0(1.37),0(1.18),0(1.12),0(1.11),0(1.19),0(1.05),0(1.18),3(1.19),0(1.21),0(1.08),-4(1.02),0(1.21),-44(1.13),0(1.21),0(1.35),0(1.06),0(1.05),0(1.1),-5(1.01),0(1.15),-4(0.98),-4(1.03),-4(1.0),60(2.19)
7731,0(1.66),0(1.36),0(1.47),0(1.33),0(1.15),0(1.12),0(1.21),0(1.17),0(1.1),-13(1.05),0(1.23),0(1.42),0(1.34),0(1.21),0(1.74),0(1.47),0(1.49),0(1.33),0(1.48),0(1.25),0(1.34),0(1.35),0(1.2),0(1.27),0(1.25),0(1.27),0(1.15),0(1.32),0(1.51),1(1.05),-1(1.71),0(1.38),0(1.19),0(1.21),0(1.46),0(1.33),0(1.21),0(1.23),0(1.4),0(1.3),0(1.34),0(1.44),0(1.51),0(1.42),0(1.72),0(1.34),0(1.2),0(1.48),0(1.48),0(1.36),0(1.29),0(1.19),0(1.51),0(1.58),0(1.31),0(1.92),0(1.12),0(1.08),0(1.36),5(0.99),0(1.19),0(1.29),0(1.42),0(1.34),0(1.36),0(1.4),0(1.4),0(1.49),0(1.61),0(1.63),0(1.42),0(1.19),0(1.19),0(1.37),0.0,0(1.43),0(1.33),0(1.32),0(1.45),0(1.22),0(1.41),3(1.47),0(1.48),0(1.27),0(1.14),0(1.47),-41(1.05),0(1.49),0(1.71),0(1.22),0(1.22),0(1.29),0(1.13),0(1.34),-4(1.0),0(1.17),-1(1.04),60(3.35)
252,0(1.41),0(1.23),0(1.3),0(1.2),0(1.07),0(1.06),0(1.11),0(1.09),0(1.04),-13(1.0),0(1.13),0(1.26),0(1.21),0(1.12),0(1.48),-2(1.3),0(1.3),0(1.2),0(1.31),0(1.14),0(1.21),0(1.22),-4(1.13),0(1.15),0(1.15),0(1.16),0(1.07),0(1.2),0(1.33),0(1.01),-1(1.43),0(1.24),0(1.11),0(1.11),0(1.29),0(1.2),0(1.11),0(1.12),0(1.26),0(1.18),0(1.21),0(1.27),0(1.34),0(1.26),0(1.4),0(1.22),0(1.11),0(1.3),0(1.31),0(1.22),0(1.17),0(1.1),0(1.3),0(1.37),0(1.17),0(1.62),0(1.06),0(1.03),0(1.22),2(0.93),0(1.1),0(1.17),0(1.26),0(1.2),0(1.23),0(1.24),0(1.25),0(1.31),0(1.39),0(1.41),0(1.26),0(1.1),0(1.11),0(1.18),0(1.43),0.0,0(1.21),0(1.2),0(1.29),0(1.12),0(1.26),3(1.32),0(1.3),0(1.17),0(1.07),0(1.29),-40(1.12),0(1.31),0(1.46),0(1.13),0(1.13),0(1.18),0(1.06),0(1.25),3(0.96),0(1.1),0(1.01),60(2.36)
7965,0(1.31),0(1.17),0(1.23),0(1.16),0(1.05),0(1.05),0(1.09),0(1.07),0(1.03),-14(1.0),0(1.12),0(1.2),0(1.16),0(1.09),0(1.37),-2(1.23),0(1.24),0(1.16),0(1.24),0(1.11),0(1.18),0(1.17),0(1.1),0(1.12),0(1.12),0(1.12),0(1.06),0(1.14),0(1.25),0(1.01),-1(1.32),0(1.18),0(1.09),0(1.09),0(1.22),0(1.15),0(1.09),0(1.1),0(1.21),0(1.14),0(1.16),0(1.21),0(1.26),0(1.2),0(1.29),0(1.17),0(1.09),0(1.23),0(1.23),0(1.18),0(1.14),0(1.08),0(1.24),0(1.29),0(1.13),0(1.48),0(1.04),0(1.02),0(1.17),2(0.94),0(1.08),0(1.14),0(1.2),0(1.15),0(1.17),0(1.19),0(1.19),0(1.25),0(1.31),0(1.32),0(1.21),0(1.08),0(1.08),0(1.12),0(1.33),0(1.21),0.0,0(1.15),0(1.23),0(1.09),0(1.2),3(1.26),0(1.24),0(1.13),0(1.05),0(1.22),-40(1.11),0(1.24),0(1.35),0(1.11),0(1.1),0(1.14),0(1.05),0(1.19),3(0.97),0(1.08),0(1.01),60(2.34)
1192,0(1.3),0(1.16),0(1.22),0(1.15),0(1.05),0(1.05),0(1.09),0(1.06),0(1.03),-14(1.0),0(1.11),0(1.19),0(1.15),0(1.09),0(1.36),-2(1.22),0(1.23),0(1.15),0(1.23),0(1.11),0(1.17),0(1.16),0(1.09),0(1.11),0(1.12),0(1.12),0(1.05),0(1.13),0(1.24),0(1.0),-1(1.31),0(1.17),0(1.09),0(1.08),0(1.22),0(1.14),0(1.09),0(1.1),0(1.2),0(1.14),0(1.15),0(1.2),0(1.25),0(1.19),0(1.29),0(1.16),0(1.09),0(1.22),0(1.23),0(1.17),0(1.13),0(1.07),0(1.24),0(1.28),0(1.13),0(1.47),0(1.04),0(1.02),0(1.16),2(0.94),0(1.08),0(1.13),0(1.19),0(1.14),0(1.16),0(1.18),0(1.18),0(1.24),0(1.3),0(1.31),0(1.2),0(1.08),0(1.08),0(1.11),0(1.32),0(1.2),0(1.15),0.0,0(1.22),0(1.09),0(1.19),3(1.25),0(1.23),0(1.12),0(1.05),0(1.21),-40(1.1),0(1.23),0(1.34),0(1.1),0(1.1),0(1.13),0(1.05),0(1.19),3(0.96),0(1.08),0(1.0),60(2.3)
5129,0(1.43),0(1.24),0(1.32),0(1.22),0(1.09),0(1.08),0(1.13),0(1.1),0(1.06),-14(1.01),0(1.15),0(1.28),0(1.23),0(1.14),0(1.5),-2(1.31),0(1.33),0(1.22),0(1.33),0(1.16),0(1.23),0(1.24),-4(1.14),0(1.17),0(1.17),0(1.18),0(1.09),0(1.21),0(1.35),0(1.02),-1(1.43),0(1.26),0(1.13),0(1.13),0(1.31),0(1.22),0(1.13),0(1.14),0(1.28),0(1.2),0(1.22),0(1.29),0(1.36),0(1.28),0(1.41),0(1.24),0(1.13),0(1.32),0(1.33),0(1.24),0(1.19),0(1.12),0(1.32),0(1.39),0(1.19),0(1.64),0(1.07),0(1.05),0(1.24),2(0.94),0(1.12),0(1.19),0(1.28),0(1.22),0(1.24),0(1.26),0(1.27),0(1.34),0(1.42),0(1.44),0(1.28),0(1.12),0(1.12),0(1.19),0(1.45),0(1.29),0(1.23),0(1.22),0.0,0(1.14),0(1.28),3(1.34),0(1.32),0(1.18),0(1.09),0(1.31),-40(1.14),0(1.33),0(1.48),0(1.15),0(1.15),0(1.2),0(1.08),0(1.27),3(0.98),0(1.12),0(1.02),60(2.63)
